SensorName,Value
Sensor_86921,16.38
Sensor_36465,24.16
Sensor_70487,58.44
Sensor_44008,29.83
Sensor_37304,29.09
Sensor_51137,30.77
Sensor_08715,17.39
Sensor_52732,49.55
Sensor_09241,85.23
Sensor_53726,52.75
Sensor_23790,39.55
Sensor_64485,65.82
Sensor_17031,13.88
Sensor_26299,42.74
Sensor_81034,22.74
Sensor_49129,35.71
Sensor_75726,84.51
Sensor_20414,33.29
Sensor_52473,24.06
Sensor_58617,11.39
Sensor_82508,60.06
Sensor_36384,32.13
Sensor_34026,54.43
Sensor_44820,44.7
Sensor_41374,48.06
Sensor_10637,28.57
Sensor_30347,29.59
Sensor_25310,54.23
Sensor_73141,65.71
Sensor_13274,79.01
Sensor_02896,46.49
Sensor_45926,80.58
Sensor_76058,83.43
Sensor_01298,24.85
Sensor_83300,74.27
Sensor_53888,14.06
Sensor_38430,72.34
Sensor_30334,21.38
Sensor_86481,36.91
Sensor_70794,66.68
Sensor_08197,69.27
Sensor_27302,23.38
Sensor_38050,49.59
Sensor_18833,70.98
Sensor_65935,24.93
Sensor_77806,34.54
Sensor_11896,58.24
Sensor_12508,18.15
Sensor_62823,14.47
Sensor_30801,71.53
Sensor_79209,21.17
Sensor_23826,22.23
Sensor_72007,40.07
Sensor_43074,85.13
Sensor_67212,41.2
Sensor_52632,33.52
Sensor_73706,13.31
Sensor_36418,28.05
Sensor_41768,78.53
Sensor_76317,35.43
Sensor_54455,22.5
Sensor_40274,80.0
Sensor_71035,85.74
Sensor_37866,52.26
Sensor_40405,17.21
Sensor_45168,28.78
Sensor_34224,49.25
Sensor_32747,74.82
Sensor_52002,42.43
Sensor_61210,10.88
Sensor_89036,74.51
Sensor_36923,59.54
Sensor_09364,56.38
Sensor_84102,86.91
Sensor_11168,33.29
Sensor_31657,47.04
Sensor_85119,49.7
Sensor_75014,60.0
Sensor_20973,59.77
Sensor_32413,33.73
Sensor_41289,35.33
Sensor_27098,59.74
Sensor_76221,28.78
Sensor_80123,43.33
Sensor_64967,45.43
Sensor_46110,35.75
Sensor_69905,10.92
Sensor_33604,18.52
Sensor_01447,53.58
Sensor_71073,71.09
Sensor_23877,81.6
Sensor_26272,76.37
Sensor_75760,76.24
Sensor_51422,33.27
Sensor_48544,50.96
Sensor_22858,13.52
Sensor_04258,81.61
Sensor_03306,80.05
Sensor_37122,46.51
Sensor_14879,58.65
Sensor_15712,22.77
Sensor_56174,26.78
Sensor_37945,67.8
Sensor_61441,44.91
Sensor_49994,81.66
Sensor_33518,22.89
Sensor_10380,73.92
Sensor_41577,68.68
Sensor_20777,67.94
Sensor_15862,24.71
Sensor_49175,10.23
Sensor_17606,54.15
Sensor_02320,88.71
Sensor_12191,75.45
Sensor_24037,39.06
Sensor_00168,34.3
Sensor_50075,34.22
Sensor_59772,23.34
Sensor_46319,66.98
Sensor_28403,85.03
Sensor_43355,46.86
Sensor_31572,14.96
Sensor_65671,11.65
Sensor_23973,72.06
Sensor_68242,56.29
Sensor_35223,22.12
Sensor_45564,72.74
Sensor_62982,69.74
Sensor_17924,15.66
Sensor_68792,27.5
Sensor_80606,46.72
Sensor_68498,61.04
Sensor_18375,71.06
Sensor_30690,47.03
Sensor_49047,50.28
Sensor_69530,46.97
Sensor_64209,19.23
Sensor_06394,64.15
Sensor_21791,77.43
Sensor_32257,82.79
Sensor_89697,23.5
Sensor_01883,11.0
Sensor_40128,30.95
Sensor_15508,77.05
Sensor_20023,63.09
Sensor_72374,82.6
Sensor_59784,19.93
Sensor_46625,40.82
Sensor_66207,82.36
Sensor_48579,85.26
Sensor_49316,58.63
Sensor_58566,11.24
Sensor_32640,60.19
Sensor_05144,36.62
Sensor_82013,89.04
Sensor_41838,52.14
Sensor_17306,26.76
Sensor_21414,18.21
Sensor_35985,89.58
Sensor_54580,30.02
Sensor_15834,12.96
Sensor_76874,86.77
Sensor_39445,42.39
Sensor_71516,80.38
Sensor_10463,71.05
Sensor_22526,78.17
Sensor_51091,15.6
Sensor_78595,57.11
Sensor_24768,80.04
Sensor_10346,73.37
Sensor_00301,72.25
Sensor_48552,37.24
Sensor_66210,50.03
Sensor_63766,13.77
Sensor_02816,23.73
Sensor_42418,57.43
Sensor_30606,39.09
Sensor_25263,84.54
Sensor_25647,50.05
Sensor_74680,22.24
Sensor_59135,20.16
Sensor_60788,38.51
Sensor_33454,42.21
Sensor_85356,42.41
Sensor_02787,55.2
Sensor_65924,87.28
Sensor_84390,36.27
Sensor_40882,47.61
Sensor_60480,29.32
Sensor_77615,29.71
Sensor_81079,59.11
Sensor_74644,65.64
Sensor_00365,35.24
Sensor_39989,64.77
Sensor_69820,18.65
Sensor_32434,62.57
Sensor_34588,74.69
Sensor_01458,30.93
Sensor_26335,25.47
Sensor_12596,10.15
Sensor_85766,65.77
Sensor_21334,48.43
Sensor_26218,29.18
Sensor_70878,88.1
Sensor_33065,59.79
Sensor_39190,30.72
Sensor_67293,88.3
Sensor_56668,47.87
Sensor_29931,12.96
Sensor_87202,18.22
Sensor_87431,55.08
Sensor_81597,13.73
Sensor_01408,28.71
Sensor_33459,40.39
Sensor_71258,26.4
Sensor_70294,52.99
Sensor_42670,53.75
Sensor_25219,18.58
Sensor_11365,75.12
Sensor_47500,68.24
Sensor_79671,49.09
Sensor_53232,52.85
Sensor_50658,54.85
Sensor_35001,46.78
Sensor_88730,86.16
Sensor_39871,47.07
Sensor_31800,76.77
Sensor_63272,84.84
Sensor_71222,48.73
Sensor_02826,27.28
Sensor_72872,79.67
Sensor_16780,41.54
Sensor_27595,53.39
Sensor_34140,68.59
Sensor_58825,61.35
Sensor_56357,37.35
Sensor_74148,13.48
Sensor_03843,81.66
Sensor_08942,67.93
Sensor_67156,57.82
Sensor_02641,52.26
Sensor_35291,48.76
Sensor_30579,61.89
Sensor_73653,14.93
Sensor_48414,17.94
Sensor_31482,64.26
Sensor_72999,35.82
Sensor_62664,10.89
Sensor_01347,73.01
Sensor_73061,77.71
Sensor_47119,31.55
Sensor_41970,61.01
Sensor_38510,20.55
Sensor_34353,49.43
Sensor_00942,29.48
Sensor_89345,44.37
Sensor_48797,47.29
Sensor_84729,33.74
Sensor_01986,52.35
Sensor_34949,37.16
Sensor_00035,81.69
Sensor_20535,45.13
Sensor_35443,89.95
Sensor_04033,65.74
Sensor_81531,81.68
Sensor_55722,18.49
Sensor_50571,13.86
Sensor_34909,80.45
Sensor_85622,35.71
Sensor_25132,17.1
Sensor_73525,70.75
Sensor_89805,40.82
Sensor_49356,71.72
Sensor_77589,41.74
Sensor_81212,83.18
Sensor_82067,64.73
Sensor_74588,89.09
Sensor_67161,35.28
Sensor_41904,76.78
Sensor_54503,47.51
Sensor_82147,75.04
Sensor_01936,24.87
Sensor_56688,55.0
Sensor_77235,67.63
Sensor_75260,37.38
Sensor_72223,67.38
Sensor_00273,74.24
Sensor_44056,47.36
Sensor_20821,23.07
Sensor_37662,18.44
Sensor_29983,19.74
Sensor_00391,82.6
Sensor_77732,51.2
Sensor_33578,50.97
Sensor_58709,53.19
Sensor_16389,23.58
Sensor_16509,76.87
Sensor_04641,27.46
Sensor_07068,84.67
Sensor_13334,76.49
Sensor_71980,33.4
Sensor_16466,78.25
Sensor_11599,26.23
Sensor_18670,57.03
Sensor_86747,40.39
Sensor_81594,63.21
Sensor_77680,24.0
Sensor_07547,69.05
Sensor_08360,21.87
Sensor_69832,34.49
Sensor_44891,12.41
Sensor_30967,19.66
Sensor_78045,59.13
Sensor_66648,88.12
Sensor_69724,80.66
Sensor_34306,23.53
Sensor_60786,17.17
Sensor_85478,31.91
Sensor_21105,51.44
Sensor_84923,35.45
Sensor_23180,22.72
Sensor_14824,26.06
Sensor_37235,36.12
Sensor_19928,29.74
Sensor_51402,81.56
Sensor_61309,26.89
Sensor_80412,53.33
Sensor_23461,82.7
Sensor_21515,44.18
Sensor_06215,33.6
Sensor_88037,83.95
Sensor_68701,53.99
Sensor_21701,75.61
Sensor_21592,14.62
Sensor_88448,38.89
Sensor_60284,55.75
Sensor_65723,80.03
Sensor_79414,47.62
Sensor_26584,66.85
Sensor_61757,30.86
Sensor_45807,35.97
Sensor_67842,87.06
Sensor_41430,75.56
Sensor_09416,69.78
Sensor_63588,54.93
Sensor_50645,33.25
Sensor_21384,76.6
Sensor_09537,35.28
Sensor_40521,30.55
Sensor_54939,34.26
Sensor_22623,47.12
Sensor_72242,75.01
Sensor_40530,46.34
Sensor_40334,79.53
Sensor_35950,30.63
Sensor_08005,32.35
Sensor_43710,38.88
Sensor_34103,68.8
Sensor_56787,51.54
Sensor_11672,83.87
Sensor_16562,83.0
Sensor_18666,75.17
Sensor_54323,69.58
Sensor_34998,88.05
Sensor_65730,44.26
Sensor_41440,79.44
Sensor_23250,16.27
Sensor_86880,28.07
Sensor_39574,86.29
Sensor_51416,26.57
Sensor_29585,11.79
Sensor_24161,76.74
Sensor_37632,36.35
Sensor_22307,22.31
Sensor_66705,85.14
Sensor_75288,41.37
Sensor_84450,43.51
Sensor_39028,28.39
Sensor_66506,69.52
Sensor_66293,29.04
Sensor_79879,70.52
Sensor_03389,37.2
Sensor_33247,86.2
Sensor_33278,17.54
Sensor_65579,38.27
Sensor_74665,67.91
Sensor_41624,74.6
Sensor_05949,28.49
Sensor_47054,25.6
Sensor_43110,67.69
Sensor_01089,18.41
Sensor_11411,36.19
Sensor_70352,21.14
Sensor_82192,55.34
Sensor_40085,80.27
Sensor_28002,43.93
Sensor_50527,89.01
Sensor_43738,53.68
Sensor_35204,17.46
Sensor_20449,33.46
Sensor_74823,78.81
Sensor_55796,39.38
Sensor_86562,33.27
Sensor_27131,22.4
Sensor_67698,59.28
Sensor_06741,31.8
Sensor_47554,53.82
Sensor_85506,39.34
Sensor_44065,27.1
Sensor_30441,47.2
Sensor_83713,69.33
Sensor_83516,59.06
Sensor_16541,26.59
Sensor_86483,81.08
Sensor_11001,67.78
Sensor_72905,55.64
Sensor_27837,40.14
Sensor_46252,11.99
Sensor_22124,35.18
Sensor_20380,36.56
Sensor_36740,48.49
Sensor_25009,38.38
Sensor_71614,22.1
Sensor_58027,16.91
Sensor_46149,31.5
Sensor_04061,50.29
Sensor_50772,27.05
Sensor_11006,11.31
Sensor_61489,18.19
Sensor_10607,67.24
Sensor_43608,12.49
Sensor_71145,73.33
Sensor_18442,15.58
Sensor_76488,40.14
Sensor_78005,67.87
Sensor_57591,45.33
Sensor_51444,46.34
Sensor_53602,47.72
Sensor_82642,58.41
Sensor_15869,87.51
Sensor_56143,50.67
Sensor_14793,14.28
Sensor_47515,79.76
Sensor_82631,75.58
Sensor_84323,63.21
Sensor_60699,43.7
Sensor_41014,25.73
Sensor_60026,42.67
Sensor_87965,60.1
Sensor_34248,60.07
Sensor_35981,55.47
Sensor_53595,53.9
Sensor_39154,55.07
Sensor_01377,58.72
Sensor_36561,14.68
Sensor_82018,64.86
Sensor_84430,15.99
Sensor_14279,79.35
Sensor_68385,32.96
Sensor_00254,26.43
Sensor_83136,28.43
Sensor_22358,78.7
Sensor_74788,77.36
Sensor_81629,24.94
Sensor_30334,18.56
Sensor_17318,32.63
Sensor_17407,64.09
Sensor_13691,14.71
Sensor_57834,10.85
Sensor_61272,30.1
Sensor_57285,11.33
Sensor_32153,79.11
Sensor_88549,86.85
Sensor_82862,80.79
Sensor_66635,10.37
Sensor_12702,60.96
Sensor_67805,81.26
Sensor_50032,56.38
Sensor_42059,33.04
Sensor_26848,49.89
Sensor_76372,21.76
Sensor_57623,45.54
Sensor_52919,51.97
Sensor_71114,87.99
Sensor_39447,74.16
Sensor_28530,41.41
Sensor_02502,67.34
Sensor_59003,13.23
Sensor_12342,72.38
Sensor_15562,13.78
Sensor_59190,32.51
Sensor_24524,13.9
Sensor_70249,74.65
Sensor_11455,48.53
Sensor_06192,12.32
Sensor_01509,24.1
Sensor_84158,68.98
Sensor_84394,29.71
Sensor_78226,66.45
Sensor_61033,67.24
Sensor_53989,49.66
Sensor_19561,25.6
Sensor_25516,74.18
Sensor_54446,89.22
Sensor_84765,10.71
Sensor_36134,76.6
Sensor_24536,48.28
Sensor_69694,83.06
Sensor_36134,14.91
Sensor_58422,20.45
Sensor_01098,16.05
Sensor_15592,13.68
Sensor_55381,19.36
Sensor_43445,58.0
Sensor_78893,53.84
Sensor_73601,31.92
Sensor_44081,89.91
Sensor_84775,56.4
Sensor_43348,39.65
Sensor_48427,17.43
Sensor_43251,27.41
Sensor_11815,88.58
Sensor_62983,64.16
Sensor_03479,79.02
Sensor_04181,67.6
Sensor_41730,33.52
Sensor_02900,16.54
Sensor_71546,19.87
Sensor_49134,38.02
Sensor_35820,54.48
Sensor_01425,58.28
Sensor_66961,68.3
Sensor_81923,58.69
Sensor_51198,68.95
Sensor_45141,69.51
Sensor_30535,30.61
Sensor_88142,36.06
Sensor_53657,12.13
Sensor_28160,25.16
Sensor_40561,43.53
Sensor_81141,21.42
Sensor_29619,64.86
Sensor_69526,21.71
Sensor_80074,14.23
Sensor_33717,41.56
Sensor_76641,59.66
Sensor_18601,73.9
Sensor_63734,85.72
Sensor_60703,56.44
Sensor_73051,11.17
Sensor_85809,80.22
Sensor_75998,13.96
Sensor_80259,80.79
Sensor_69982,80.29
Sensor_39264,47.89
Sensor_17300,54.39
Sensor_82338,71.14
Sensor_31142,50.19
Sensor_04426,88.24
Sensor_74502,54.67
Sensor_28442,64.07
Sensor_36924,54.95
Sensor_48497,65.11
Sensor_08324,45.59
Sensor_68905,27.91
Sensor_76567,28.45
Sensor_29372,47.1
Sensor_89429,22.33
Sensor_86658,19.21
Sensor_51845,56.62
Sensor_28759,12.4
Sensor_77830,26.41
Sensor_46287,75.46
Sensor_30509,78.15
Sensor_49474,84.3
Sensor_36917,69.51
Sensor_58949,77.71
Sensor_14879,28.58
Sensor_24960,18.05
Sensor_71572,83.58
Sensor_73727,12.11
Sensor_74861,54.87
Sensor_59864,60.42
Sensor_22502,66.44
Sensor_73876,12.56
Sensor_27816,43.09
Sensor_21706,12.62
Sensor_08542,18.68
Sensor_77450,65.12
Sensor_88919,21.81
Sensor_43279,49.33
Sensor_54918,82.55
Sensor_12147,89.64
Sensor_79769,21.6
Sensor_08421,38.28
Sensor_49724,83.73
Sensor_12798,63.12
Sensor_58884,86.65
Sensor_07202,65.41
Sensor_84588,32.91
Sensor_13235,43.34
Sensor_01950,45.61
Sensor_63550,67.6
Sensor_24167,80.64
Sensor_54713,85.03
Sensor_46052,73.08
Sensor_63061,75.34
Sensor_12600,24.33
Sensor_24256,12.57
Sensor_75540,62.43
Sensor_25212,56.91
Sensor_33686,20.63
Sensor_19310,77.51
Sensor_46459,67.58
Sensor_72291,65.17
Sensor_25281,15.88
Sensor_34500,77.75
Sensor_81004,74.92
Sensor_70378,61.69
Sensor_77242,40.01
Sensor_07241,17.87
Sensor_39816,33.91
Sensor_49646,63.0
Sensor_14325,71.32
Sensor_32286,79.75
Sensor_36838,79.6
Sensor_09970,58.12
Sensor_11054,51.51
Sensor_87894,37.55
Sensor_65778,25.5
Sensor_17689,69.43
Sensor_54449,77.34
Sensor_07285,11.45
Sensor_50274,51.66
Sensor_77048,42.84
Sensor_53213,13.66
Sensor_28594,75.04
Sensor_72277,15.49
Sensor_75555,85.59
Sensor_65657,66.07
Sensor_77550,29.45
Sensor_16944,86.12
Sensor_19039,89.34
Sensor_54164,24.57
Sensor_85120,57.26
Sensor_23217,61.1
Sensor_83363,55.15
Sensor_32444,33.04
Sensor_01125,10.1
Sensor_81529,23.46
Sensor_48990,30.34
Sensor_03733,43.56
Sensor_54870,36.53
Sensor_14596,32.91
Sensor_23147,26.04
Sensor_15065,23.8
Sensor_82904,44.22
Sensor_10309,26.49
Sensor_68825,28.05
Sensor_44145,16.19
Sensor_24035,85.53
Sensor_26676,30.76
Sensor_46662,73.15
Sensor_50497,67.15
Sensor_54473,44.84
Sensor_04051,10.66
Sensor_41711,64.47
Sensor_11879,48.31
Sensor_04902,42.2
Sensor_27004,41.32
Sensor_56327,47.94
Sensor_01795,65.04
Sensor_04286,41.19
Sensor_12767,46.32
Sensor_38207,66.62
Sensor_43417,59.47
Sensor_24367,64.23
Sensor_57126,32.67
Sensor_59315,32.96
Sensor_53910,71.69
Sensor_88603,48.56
Sensor_34351,67.39
Sensor_50548,84.33
Sensor_31891,59.47
Sensor_74315,87.9
Sensor_48566,45.51
Sensor_31385,33.1
Sensor_80369,21.23
Sensor_48982,79.79
Sensor_43582,41.0
Sensor_79562,39.75
Sensor_56770,76.74
Sensor_87733,52.79
Sensor_50383,19.56
Sensor_23199,24.74
Sensor_83873,58.34
Sensor_34942,12.78
Sensor_42852,30.0
Sensor_06954,13.67
Sensor_53952,54.8
Sensor_27117,54.74
Sensor_89154,82.82
Sensor_06734,89.9
Sensor_52795,36.37
Sensor_63042,71.9
Sensor_22285,36.25
Sensor_08005,79.63
Sensor_39681,77.07
Sensor_25343,20.68
Sensor_75772,53.88
Sensor_39411,46.95
Sensor_80957,10.17
Sensor_40790,53.87
Sensor_44845,75.73
Sensor_11096,36.55
Sensor_01395,85.1
Sensor_79307,88.13
Sensor_08072,64.57
Sensor_61041,39.71
Sensor_22514,13.6
Sensor_88807,45.05
Sensor_70358,68.91
Sensor_85029,12.94
Sensor_62612,57.22
Sensor_85790,63.33
Sensor_54347,61.66
Sensor_02365,30.91
Sensor_60081,71.85
Sensor_13759,67.56
Sensor_75679,18.7
Sensor_66914,17.53
Sensor_43206,31.6
Sensor_01758,48.91
Sensor_82578,74.62
Sensor_38533,40.79
Sensor_86983,54.92
Sensor_63460,42.8
Sensor_59737,82.91
Sensor_74795,56.77
Sensor_43790,61.27
Sensor_47164,61.1
Sensor_63557,64.19
Sensor_34191,55.69
Sensor_50497,76.48
Sensor_02561,58.41
Sensor_87063,61.22
Sensor_87387,81.06
Sensor_86101,10.1
Sensor_39584,72.11
Sensor_14921,85.64
Sensor_06901,52.16
Sensor_88219,23.28
Sensor_63457,78.14
Sensor_87381,84.48
Sensor_36331,17.78
Sensor_45506,82.4
Sensor_74992,18.76
Sensor_46833,25.69
Sensor_01228,20.01
Sensor_57190,42.59
Sensor_64983,76.98
Sensor_26462,28.11
Sensor_27667,21.63
Sensor_31394,40.91
Sensor_33080,42.48
Sensor_19829,80.53
Sensor_40665,88.08
Sensor_35546,28.59
Sensor_80457,56.12
Sensor_66115,41.36
Sensor_40337,40.72
Sensor_30007,18.13
Sensor_26946,11.24
Sensor_23385,36.8
Sensor_89016,11.17
Sensor_01621,27.97
Sensor_33869,72.95
Sensor_13507,16.59
Sensor_14846,20.08
Sensor_88178,72.07
Sensor_33147,45.3
Sensor_43445,26.56
Sensor_48207,61.05
Sensor_87766,14.41
Sensor_72410,67.87
Sensor_64169,13.08
Sensor_80370,89.9
Sensor_49948,30.39
Sensor_11520,67.86
Sensor_01157,52.26
Sensor_37981,61.91
Sensor_53112,73.16
Sensor_24378,12.14
Sensor_12026,42.72
Sensor_48462,34.81
Sensor_66502,38.45
Sensor_28157,13.08
Sensor_70519,19.03
Sensor_86842,40.84
Sensor_69133,89.49
Sensor_27214,67.13
Sensor_82355,52.64
Sensor_10291,64.71
Sensor_80199,36.11
Sensor_63219,60.44
Sensor_76640,46.01
Sensor_38433,28.96
Sensor_26350,89.71
Sensor_57623,54.32
Sensor_88273,55.13
Sensor_49485,25.02
Sensor_84794,44.59
Sensor_71726,87.46
Sensor_51276,18.3
Sensor_06340,17.3
Sensor_12003,13.95
Sensor_04941,76.08
Sensor_56702,29.93
Sensor_56100,82.66
Sensor_26195,35.28
Sensor_03945,67.93
Sensor_76113,21.2
Sensor_60580,56.89
Sensor_34166,31.69
Sensor_49260,65.68
Sensor_68930,56.37
Sensor_14541,78.02
Sensor_72399,36.33
Sensor_36331,40.34
Sensor_36682,86.49
Sensor_56815,74.1
Sensor_28553,48.59
Sensor_21327,31.6
Sensor_69335,13.07
Sensor_79994,28.44
Sensor_00269,61.77
Sensor_43523,73.49
Sensor_35428,51.82
Sensor_86121,57.62
Sensor_72195,53.22
Sensor_61996,42.95
Sensor_87508,17.32
Sensor_53040,66.97
Sensor_68926,19.03
Sensor_03320,57.84
Sensor_49931,54.91
Sensor_48196,25.11
Sensor_73315,10.58
Sensor_69108,85.71
Sensor_56327,34.42
Sensor_32707,27.29
Sensor_55705,66.93
Sensor_19539,82.9
Sensor_79920,85.4
Sensor_79257,45.82
Sensor_42228,33.82
Sensor_22059,17.26
Sensor_40053,33.89
Sensor_66949,33.43
Sensor_29441,80.93
Sensor_57780,69.04
Sensor_39466,69.69
Sensor_24250,25.4
Sensor_57306,87.31
Sensor_59590,11.76
Sensor_14827,74.05
Sensor_14445,44.63
Sensor_07019,71.94
Sensor_63089,73.54
Sensor_79738,82.27
Sensor_70137,76.58
Sensor_17627,23.29
Sensor_26299,41.66
Sensor_31698,64.81
Sensor_51073,64.03
Sensor_43864,88.58
Sensor_27759,15.02
Sensor_05034,68.08
Sensor_74621,42.36
Sensor_49578,57.94
Sensor_22788,59.38
Sensor_27141,80.74
Sensor_10371,34.7
Sensor_62270,40.81
Sensor_78713,37.61
Sensor_79214,18.47
Sensor_30320,16.69
Sensor_13115,44.59
Sensor_20864,55.1
Sensor_28202,76.81
Sensor_87669,62.7
Sensor_38666,87.75
Sensor_45920,38.51
Sensor_80098,79.34
Sensor_52950,64.43
Sensor_69169,65.58
Sensor_80469,12.39
Sensor_36251,79.31
Sensor_10498,53.52
Sensor_48549,46.95
Sensor_44387,37.39
Sensor_44293,77.54
Sensor_73834,58.92
Sensor_14145,81.75
Sensor_29945,30.67
Sensor_13288,36.44
Sensor_82620,67.5
Sensor_05799,49.54
Sensor_75119,53.14
Sensor_52474,86.67
Sensor_45052,42.47
Sensor_59813,31.9
Sensor_37047,66.69
Sensor_85901,82.95
Sensor_03543,24.27
Sensor_87546,71.23
Sensor_25105,81.2
Sensor_12979,39.63
Sensor_48666,20.34
Sensor_62703,82.37
Sensor_11632,67.96
Sensor_81648,19.06
Sensor_77204,12.02
Sensor_45531,58.25
Sensor_44300,15.16
Sensor_16901,29.06
Sensor_67850,84.01
Sensor_86163,33.37
Sensor_22711,70.65
Sensor_07147,88.13
Sensor_13438,70.12
Sensor_34678,16.0
Sensor_50412,82.16
Sensor_50181,19.91
Sensor_77574,15.63
Sensor_78051,22.92
Sensor_17521,60.56
Sensor_81480,79.96
Sensor_06375,22.99
Sensor_63214,60.31
Sensor_46933,66.36
Sensor_26478,88.38
Sensor_13099,21.35
Sensor_83816,19.27
Sensor_76805,68.24
Sensor_67094,23.75
Sensor_59146,15.69
Sensor_39708,44.11
Sensor_83412,14.4
Sensor_87126,60.88
Sensor_41983,17.2
Sensor_07418,29.41
Sensor_26880,88.38
Sensor_61150,53.38
Sensor_12116,30.59
Sensor_08614,22.5
Sensor_02726,32.39
Sensor_85109,81.75
Sensor_84523,27.37
Sensor_80253,75.36
Sensor_45214,51.16
Sensor_22907,17.74
Sensor_09752,15.43
Sensor_14886,55.94
Sensor_78891,25.86
Sensor_77443,45.1
Sensor_11149,87.57
Sensor_69056,16.56
Sensor_62008,24.91
Sensor_64287,32.46
Sensor_78533,37.49
Sensor_42823,60.89
Sensor_86421,23.73
Sensor_09586,33.98
Sensor_37412,83.45
Sensor_16226,14.0
Sensor_83221,64.11
Sensor_52726,76.62
Sensor_26273,40.64
Sensor_39694,43.1
Sensor_60063,31.62
Sensor_03831,27.86
Sensor_52122,35.52
Sensor_71796,10.67
Sensor_84421,45.88
Sensor_04890,24.93
Sensor_87770,36.24
Sensor_73191,19.51
Sensor_79242,50.22
Sensor_36964,48.53
Sensor_82802,49.33
Sensor_60627,23.14
Sensor_43798,69.15
Sensor_55976,52.24
Sensor_11072,43.74
Sensor_24843,34.09
Sensor_26495,52.56
Sensor_50619,72.34
Sensor_64688,56.67
Sensor_79472,38.2
Sensor_44252,33.41
Sensor_08884,20.95
Sensor_46023,10.73
Sensor_01765,82.13
Sensor_81870,89.75
Sensor_02556,30.55
Sensor_65029,65.57
Sensor_50165,13.87
Sensor_76038,31.54
Sensor_03906,18.69
Sensor_79351,49.23
Sensor_63777,30.91
Sensor_72484,72.14
Sensor_26379,78.43
Sensor_58356,28.95
Sensor_82705,20.25
Sensor_23717,33.07
Sensor_65386,77.23
Sensor_84936,46.68
Sensor_41708,35.35
Sensor_47682,56.0
Sensor_20151,85.83
Sensor_17929,37.82
Sensor_20087,51.94
Sensor_21215,30.96
Sensor_72899,12.65
Sensor_08034,25.52
Sensor_46325,55.45
Sensor_89545,85.22
Sensor_22199,71.2
Sensor_46776,73.87
Sensor_09077,87.58
Sensor_28410,53.58
Sensor_88301,52.41
Sensor_71861,31.51
Sensor_12509,27.47
Sensor_45655,74.3
Sensor_25355,73.11
Sensor_84743,42.59
Sensor_12521,73.42
Sensor_34464,23.07
Sensor_12703,19.32
Sensor_50754,87.93
Sensor_44122,58.56
Sensor_66210,64.82
Sensor_33095,59.94
Sensor_16274,78.88
Sensor_46747,71.31
Sensor_00926,83.01
Sensor_23436,54.65
Sensor_71941,39.66
Sensor_41103,76.3
Sensor_31682,28.69
Sensor_58022,59.2
Sensor_08345,23.73
Sensor_68796,49.78
Sensor_56589,88.82
Sensor_08286,31.75
Sensor_55032,82.89
Sensor_54674,26.75
Sensor_67207,77.02
Sensor_11034,65.41
Sensor_13074,71.41
Sensor_44435,85.32
Sensor_51472,44.33
Sensor_11811,45.68
Sensor_28634,72.04
Sensor_78543,11.12
Sensor_27087,21.5
Sensor_08796,17.21
Sensor_07793,64.08
Sensor_85272,58.59
Sensor_09207,79.97
Sensor_05656,46.52
Sensor_31613,80.9
Sensor_50289,37.63
Sensor_65893,44.61
Sensor_04602,40.08
Sensor_23293,78.82
Sensor_83730,47.35
Sensor_29804,21.91
Sensor_87761,81.08
Sensor_58035,17.95
Sensor_07452,80.97
Sensor_73534,78.36
Sensor_67227,73.27
Sensor_37652,20.55
Sensor_27103,29.5
Sensor_22159,11.61
Sensor_64821,70.63
Sensor_78852,36.32
Sensor_55590,74.14
Sensor_63934,35.32
Sensor_35346,46.6
Sensor_87348,35.91
Sensor_68739,41.47
Sensor_19130,84.63
Sensor_39749,53.49
Sensor_01940,31.64
Sensor_31906,44.78
Sensor_04598,79.48
Sensor_02817,28.35
Sensor_20105,42.19
Sensor_68029,73.21
Sensor_28413,40.75
Sensor_50569,10.56
Sensor_49501,20.53
Sensor_77883,24.74
Sensor_50831,24.54
Sensor_60263,62.58
Sensor_85282,32.32
Sensor_88437,63.76
Sensor_32360,62.23
Sensor_13483,52.83
Sensor_33355,33.7
Sensor_00088,82.1
Sensor_22307,69.23
Sensor_33524,33.83
Sensor_24586,40.74
Sensor_04649,26.02
Sensor_74944,31.29
Sensor_64181,78.41
Sensor_86687,21.46
Sensor_43603,73.49
Sensor_67568,85.11
Sensor_36602,62.06
Sensor_80417,89.86
Sensor_16011,16.72
Sensor_12610,42.12
Sensor_87771,37.11
Sensor_15994,54.09
Sensor_03198,48.15
Sensor_24741,54.54
Sensor_35080,71.41
Sensor_22086,39.39
Sensor_63087,60.68
Sensor_35589,75.27
Sensor_62819,87.03
Sensor_20835,88.58
Sensor_50804,69.41
Sensor_26466,29.03
Sensor_17811,14.86
Sensor_47879,13.86
Sensor_44413,72.16
Sensor_50266,69.98
Sensor_84678,53.97
Sensor_62760,13.52
Sensor_76968,78.11
Sensor_84031,15.3
Sensor_88664,47.69
Sensor_81722,70.86
Sensor_13831,34.59
Sensor_44099,65.88
Sensor_26516,12.39
Sensor_38759,85.73
Sensor_79556,61.1
Sensor_54504,85.22
Sensor_43328,59.25
Sensor_69307,71.64
Sensor_31273,26.48
Sensor_25488,71.82
Sensor_62036,28.15
Sensor_46803,73.63
Sensor_71386,37.4
Sensor_26942,33.36
Sensor_48406,10.37
